,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
0,S1,A1,2,A15,14,0,S1,A1,2,A15,14,0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,42.0,36.0,4219.0,1.0,0,0.0,35,1,0,0,0,0,0,,,,0,0,0.0,0,36.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,4520.0,1.0,0,0.0,35,1,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,36,1.5689110923317297e-07,0,,0.0,0.0,,,,,,,,,,,
1,S1,A1,2,A16,15,0,S1,A1,2,A16,15,0,76.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,38.0,74.0,8934.0,0.9736842105263158,3,4.1,68,3,0,0,1,2,55,100.0,85.7,47.8,3,1,0.333333,2,76.0,6.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75.0,9291.0,0.986842105263158,3,4.0,72,0,1,2,0,0,58,100.0,38.3,2,1,0.5,1,100.0,0.0,25.0,0.0,,,,0.0,3.0,0.0,2.4533850038381053e-08,0.0,0.0,1.0,0.3333333333333333,2,2,2,1.0,76,3.312145639366985e-07,1,0.006578947368421,0.0263157894736842,0.6666666666666666,,,,,,,,,,,
2,S1,A1,2,A3,2,0,S1,A1,2,A3,2,0,99.0,7.0,0.0,0.0,29.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,11681.0,0.98989898989899,7,7.1,91,0,0,0,6,1,169,100.0,0.0,0.7,7,4,0.571429,3,99.0,6.0,2.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,16.0,97.0,12462.0,0.9797979797979798,6,6.2,91,0,5,1,0,0,102,0.0,1.5,1,0,0.0,1,100.0,2.0,94.0,0.0212765957446808,24.0,24.0,1.0,0.0,7.0,0.0,1.3804867857417398e-07,0.0,32.0,4.0,1.0,0,0,0,,99,4.314505503912256e-07,0,0.0202020202020202,0.0,0.0,,,,,,,,,,,
3,S1,A1,2,A4,3,0,S1,A1,2,A4,3,0,103.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,5.0,0.0,0.0,0.0,102.0,12222.0,0.9902912621359224,16,15.7,86,0,0,0,0,16,398,94.1,2.2,0.0,10,8,0.8,2,103.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,101.0,12969.0,0.9805825242718448,10,9.9,91,0,0,10,0,0,150,0.0,0.0,9,8,0.888889,1,91.7,1.0,74.0,0.0135135135135135,12.0,13.0,0.9230769230769232,0.0,11.0,0.0,1.3804867857417398e-07,0.04,25.0,3.0,1.0,0,0,0,,103,4.488828958615782e-07,0,0.0145631067961165,0.0,0.0,,,,,,,,,,,
4,S1,A1,2,B15,14,1,S1,A1,2,B15,14,1,111.0,2.0,0.0,0.0,0.0,0.0,25.0,1.0,18.0,0.0,0.0,2.0,0.0,18.0,2.0,108.0,12985.0,0.972972972972973,2,1.9,106,0,0,0,2,0,63,100.0,0.0,0.0,2,0,0.0,2,111.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,53.0,0.0,2.0,0.0,0.0,0.0,194.0,108.0,13664.0,0.972972972972973,2,1.9,106,0,2,0,0,0,56,0.0,0.0,2,0,0.0,2,100.0,0.0,116.0,0.0,3.0,3.0,1.0,0.0,14.0,0.0,1.1827512779697133e-07,0.0,0.0,4.0,1.0,0,0,0,,111,4.837475868022833e-07,0,0.018018018018018,0.0,0.0,,,,,,,,,,,
5,S1,A1,2,B16,15,1,S1,A1,2,B16,15,1,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,31.0,25.0,2943.0,0.8928571428571429,2,8.0,23,0,0,0,2,0,70,100.0,0.0,0.0,2,0,0.0,2,28.0,6.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,81.0,26.0,3111.0,0.9285714285714286,2,7.7,24,0,2,0,0,0,72,0.0,0.0,1,0,0.0,1,95.7,0.0,81.0,0.0,27.0,27.0,1.0,0.0,2.0,0.0,9.22765702936123e-08,0.0,51.0,3.0,1.0,0,0,0,,28,1.220264182924679e-07,0,0.0535714285714285,0.0,0.0,,,,,,,,,,,
6,S1,A1,2,B3,2,1,S1,A1,2,B3,2,1,73.0,4.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,4.0,0.0,3.0,14.0,69.0,8248.0,0.9452054794520548,1,1.4,68,0,0,0,0,1,22,,0.0,0.0,1,0,0.0,1,73.0,4.0,0.0,0.0,1.0,0.0,14.0,0.0,9.0,0.0,4.0,0.0,0.0,3.0,2.0,72.0,9001.0,0.9863013698630136,1,1.4,71,0,0,1,0,0,24,0.0,0.0,1,0,0.0,1,,0.0,46.0,0.0,,,,0.0,3.0,0.0,5.053240754174007e-08,0.0,0.0,2.0,1.0,0,0,0,,73,3.181403048339341e-07,0,0.0136986301369863,0.0,0.0,,,,,,,,,,,
7,S1,A1,2,B4,3,1,S1,A1,2,B4,3,1,123.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,16.0,122.0,14511.0,0.991869918699187,0,0.0,122,0,0,0,0,0,0,,,,0,0,0.0,0,123.0,11.0,1.0,0.0,0.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124.0,121.0,15399.0,0.983739837398374,0,0.0,121,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,123,5.360446232133409e-07,0,,0.0,0.0,,,,,,,,,,,
8,S1,A1,2,C15,14,2,S1,A1,2,C15,14,2,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,2.0,153.0,40.0,4565.0,0.9090909090909092,7,17.5,33,0,0,0,1,6,162,100.0,0.0,0.0,6,4,0.666667,2,44.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,5085.0,0.9318181818181818,7,17.1,34,0,1,6,0,0,236,0.0,0.0,7,5,0.714286,2,100.0,0.0,91.0,0.0,20.0,20.0,1.0,0.0,13.0,0.0,8.971333222990085e-08,0.0,34.0,4.0,1.0,0,0,0,,44,1.9175580017387805e-07,0,0.0454545454545454,0.0,0.0,,,,,,,,,,,
9,S1,A1,2,C16,15,2,S1,A1,2,C16,15,2,90.0,7.0,0.0,0.0,12.0,0.0,19.0,1.0,15.0,8.0,2.0,0.0,0.0,2.0,6.0,88.0,10318.0,0.9777777777777776,8,9.1,80,0,0,0,0,8,152,100.0,0.0,0.0,8,7,0.875,1,90.0,9.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,88.0,10943.0,0.9777777777777776,0,0.0,88,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,18.0,0.0,1.0,1.0,1.0,,,,4.5039754548072674e-08,0.0,0.0,1.0,1.0,0,0,0,,90,3.922277730829324e-07,0,0.0055555555555555,0.0,0.0,,,,,,,,,,,
10,S1,A1,2,C3,2,2,S1,A1,2,C3,2,2,60.0,3.0,0.0,0.0,3.0,0.0,7.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,6875.0,0.9833333333333332,5,8.5,54,0,0,0,3,2,120,100.0,0.0,1.2,5,2,0.4,3,60.0,8.0,1.0,0.0,0.0,6.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,95.0,59.0,7276.0,0.9833333333333332,2,3.4,53,4,0,2,0,0,39,0.0,5.3,2,0,0.0,2,100.0,2.0,89.0,0.0224719101123595,16.0,16.0,1.0,0.0,6.0,0.0,1.1168394420457045e-07,0.0,33.0,5.0,1.0,0,0,0,,60,2.6148518205528826e-07,0,0.0416666666666666,0.0,0.0,,,,,,,,,,,
11,S1,A1,2,C4,3,2,S1,A1,2,C4,3,2,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,1.0,48.0,50.0,4911.0,1.0,0,0.0,40,10,0,0,0,0,0,,,,0,0,0.0,0,50.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,6405.0,1.0,0,0.0,50,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,50,2.179043183794069e-07,0,,0.0,0.0,,,,,,,,,,,
12,S1,A1,2,D15,14,3,S1,A1,2,D15,14,3,78.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,77.0,8991.0,0.9871794871794872,19,24.7,58,0,0,0,6,13,683,100.0,0.0,0.0,19,15,0.789474,4,78.0,13.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,77.0,9603.0,0.9871794871794872,7,9.1,70,0,3,4,0,0,223,0.0,0.0,7,5,0.714286,2,100.0,0.0,154.0,0.0,53.0,53.0,1.0,0.0,8.0,0.0,1.955384465745594e-07,0.0,88.0,6.0,1.0,0,0,0,,78,3.399307366718748e-07,0,0.0384615384615384,0.0,0.0,,,,,,,,,,,
13,S1,A1,2,D16,15,3,S1,A1,2,D16,15,3,87.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,13.0,0.0,0.0,6.0,1.0,73.0,8628.0,0.8390804597701149,2,2.7,69,2,0,0,0,2,48,100.0,11.1,0.0,2,1,0.5,1,87.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,84.0,10727.0,0.9655172413793104,13,15.5,71,0,0,13,0,0,206,100.0,100.0,13,12,0.923077,1,,1.0,22.0,0.0454545454545454,2.0,2.0,1.0,0.0,2.0,0.0,4.394122394933919e-08,0.0,0.0,1.0,0.5,0,0,0,,87,3.79153513980168e-07,0,0.0057471264367816,0.0,0.0,,,,,,,,,,,
14,S1,A1,2,D3,2,3,S1,A1,2,D3,2,3,75.0,11.0,0.0,0.0,1.0,0.0,0.0,5.0,14.0,6.0,0.0,5.0,0.0,6.0,3.0,67.0,7465.0,0.8933333333333333,5,7.5,62,0,0,0,5,0,135,80.0,0.0,0.0,5,4,0.8,1,75.0,13.0,0.0,0.0,0.0,3.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,67.0,8325.0,0.8933333333333333,5,7.5,62,0,5,0,0,0,140,0.0,0.0,5,4,0.8,1,100.0,0.0,40.0,0.0,13.0,15.0,0.8666666666666667,,,,9.374127775859028e-08,0.0,19.0,2.0,1.0,0,0,0,,75,3.268564775691103e-07,0,0.0133333333333333,0.0,0.0,,,,,,,,,,,
15,S1,A1,2,D4,3,3,S1,A1,2,D4,3,3,51.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,50.0,5782.0,0.9803921568627452,5,10.0,45,0,0,0,5,0,123,,0.0,0.0,5,2,0.4,3,51.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,122.0,46.0,5881.0,0.9019607843137256,0,0.0,46,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,72.0,0.0,,,,0.0,8.0,0.0,7.103831205143169e-08,0.0,0.0,3.0,1.0,0,0,0,,51,2.22262404746995e-07,0,0.0294117647058823,0.0,0.0,,,,,,,,,,,
16,S1,A1,2,E15,14,4,S1,A1,2,E15,14,4,66.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,33.0,66.0,7734.0,1.0,6,9.1,58,2,0,0,0,6,252,85.6,0.0,0.0,5,4,0.8,1,66.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,8421.0,1.0,6,9.1,58,2,0,6,0,0,270,0.0,0.0,6,5,0.833333,1,91.7,0.0,59.0,0.0,26.0,28.0,0.9285714285714286,0.0,8.0,0.0,5.6025060535407474e-08,0.0,40.0,2.0,1.0,0,0,0,,66,2.876337002608171e-07,0,0.0151515151515151,0.0,0.0,,,,,,,,,,,
17,S1,A1,2,E16,15,4,S1,A1,2,E16,15,4,182.0,20.0,0.0,0.0,0.0,0.0,2.0,23.0,7.0,0.0,6.0,0.0,0.0,8.0,119.0,166.0,19811.0,0.912087912087912,58,34.9,106,2,0,0,24,34,1207,78.0,35.8,38.5,52,40,0.769231,12,182.0,20.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,77.0,157.0,20012.0,0.8626373626373627,36,22.9,121,0,27,9,0,0,1012,25.9,34.4,34,26,0.764706,8,100.0,11.0,366.0,0.0300546448087431,24.0,26.0,0.9230769230769232,0.0,13.0,0.0,5.635461971502751e-07,0.0,32.0,15.0,0.75,24,24,24,1.0,182,7.93171718901041e-07,4,0.0412087912087912,0.1318681318681318,1.8461538461538465,,,,,,,,,,,
18,S1,A1,2,E3,2,4,S1,A1,2,E3,2,4,49.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,46.0,5337.0,0.9387755102040816,0,0.0,46,0,0,0,0,0,0,,,,0,0,0.0,0,49.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,46.0,5671.0,0.9387755102040816,0,0.0,46,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,49,2.1354623201181878e-07,0,,0.0,0.0,,,,,,,,,,,
19,S1,A1,2,E4,3,4,S1,A1,2,E4,3,4,70.0,1.0,0.0,0.0,11.0,0.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,62.0,70.0,8274.0,1.0,0,0.0,70,0,0,0,0,0,0,,,,0,0,0.0,0,70.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9055.0,1.0,2,2.9,68,0,0,2,0,0,40,0.0,13.3,1,0,0.0,1,100.0,2.0,18.0,0.1111111111111111,2.0,2.0,1.0,,,,4.7969169478028624e-08,0.0,0.0,1.0,1.0,0,0,0,,70,3.050660457311697e-07,0,0.0071428571428571,0.0,0.0,,,,,,,,,,,
20,S1,A1,2,F15,14,5,S1,A1,2,F15,14,5,47.0,9.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,42.0,4873.0,0.8936170212765957,4,9.5,38,0,0,0,1,3,103,100.0,0.0,0.0,4,1,0.25,3,47.0,9.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,5491.0,1.0,4,8.5,42,1,1,3,0,0,95,0.0,4.2,4,2,0.5,2,100.0,1.0,111.0,0.009009009009009,7.0,7.0,1.0,0.0,9.0,0.0,1.5928693681635457e-07,0.0,0.0,5.0,1.0,0,0,0,,47,2.0483005927664249e-07,0,0.0531914893617021,0.0,0.0,,,,,,,,,,,
21,S1,A1,2,F16,15,5,S1,A1,2,F16,15,5,32.0,6.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,3487.0,0.9375,2,6.7,28,0,0,0,0,2,47,50.0,0.0,12.1,2,1,0.5,1,32.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,3796.0,0.96875,1,3.2,30,0,0,1,0,0,8,0.0,0.0,1,0,0.0,1,,2.0,30.0,0.0666666666666666,1.0,2.0,0.5,0.0,1.0,0.0,5.529270680291848e-08,0.1428571428571428,7.0,2.0,1.0,0,0,0,,32,1.394587637628204e-07,0,0.03125,0.0,0.0,,,,,,,,,,,
22,S1,A1,2,F3,2,5,S1,A1,2,F3,2,5,178.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,22.0,19.0,0.0,3.0,0.0,3.0,111.0,166.0,19791.0,0.9325842696629212,36,21.7,91,39,0,0,3,33,827,66.7,10.1,2.6,33,27,0.818182,6,178.0,32.0,8.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,168.0,21233.0,0.9438202247191012,52,31.0,86,30,10,42,0,0,1463,1.7,6.4,41,36,0.878049,5,100.0,4.0,233.0,0.0171673819742489,5.0,6.0,0.8333333333333334,0.0,28.0,0.0,3.244327034926211e-07,0.0,0.0,9.0,0.8181818181818182,0,2,2,1.0,178,7.757393734306886e-07,0,0.0252808988764044,0.0112359550561797,0.2857142857142857,,,,,,,,,,,
23,S1,A1,2,F4,3,5,S1,A1,2,F4,3,5,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,1.0,1.0,45.0,5310.0,1.0,5,11.1,40,0,0,0,0,5,150,100.0,0.0,4.2,4,3,0.75,1,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,5765.0,1.0,5,11.1,40,0,0,5,0,0,155,12.5,0.0,4,3,0.75,1,0.0,2.0,57.0,0.0350877192982456,3.0,4.0,0.75,0.0,3.0,0.0,9.081186282863433e-08,0.0,0.0,2.0,1.0,0,0,0,,45,1.961138865414662e-07,0,0.0222222222222222,0.0,0.0,,,,,,,,,,,
24,S1,A1,2,G15,14,6,S1,A1,2,G15,14,6,41.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,4836.0,0.975609756097561,2,5.0,38,0,0,0,2,0,54,100.0,0.0,0.0,2,1,0.5,1,41.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,5170.0,0.975609756097561,2,5.0,38,0,2,0,0,0,60,0.0,0.0,2,1,0.5,1,100.0,0.0,54.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,5.199711500671804e-08,0.0,0.0,2.0,1.0,0,0,0,,41,1.7868154107111364e-07,0,0.024390243902439,0.0,0.0,,,,,,,,,,,
25,S1,A1,2,G16,15,6,S1,A1,2,G16,15,6,102.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,11.0,0.0,0.0,0.0,25.0,0.0,102.0,12174.0,1.0,0,0.0,102,0,0,0,0,0,0,,,,0,0,0.0,0,102.0,6.0,0.0,0.0,0.0,0.0,26.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,101.0,12871.0,0.9901960784313726,6,5.9,95,0,6,0,0,0,144,0.0,0.0,6,5,0.833333,1,0.0,0.0,22.0,0.0,0.0,2.0,0.0,,,,4.7969169478028624e-08,0.0,0.0,1.0,1.0,0,0,0,,102,4.4452480949399e-07,0,0.0049019607843137,0.0,0.0,,,,,,,,,,,
26,S1,A1,2,G3,2,6,S1,A1,2,G3,2,6,47.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,1.0,47.0,4843.0,1.0,1,2.1,46,0,0,0,1,0,6,,0.0,0.0,1,0,0.0,1,47.0,13.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,5798.0,1.0,2,4.3,45,0,2,0,0,0,21,0.0,0.0,2,0,0.0,2,,0.0,27.0,0.0,,,,0.0,1.0,0.0,7.470008071387664e-08,0.0,0.0,3.0,1.0,0,0,0,,47,2.0483005927664249e-07,0,0.0319148936170212,0.0,0.0,,,,,,,,,,,
27,S1,A1,2,G4,3,6,S1,A1,2,G4,3,6,45.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,42.0,4860.0,0.9333333333333332,0,0.0,42,0,0,0,0,0,0,,,,0,0,0.0,0,45.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,5238.0,0.9555555555555556,0,0.0,43,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,45,1.961138865414662e-07,0,,0.0,0.0,,,,,,,,,,,
28,S1,A1,2,H15,14,7,S1,A1,2,H15,14,7,78.0,5.0,0.0,0.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,9284.0,0.9871794871794872,1,1.3,76,0,0,0,1,0,27,,0.0,0.0,1,0,0.0,1,78.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,9894.0,0.9871794871794872,1,1.3,76,0,1,0,0,0,37,0.0,0.0,0,0,0.0,0,,0.0,27.0,0.0,,,,0.0,3.0,0.0,4.5039754548072674e-08,0.0,0.0,1.0,1.0,0,0,0,,78,3.399307366718748e-07,0,0.0064102564102564,0.0,0.0,,,,,,,,,,,
29,S1,A1,2,H16,15,7,S1,A1,2,H16,15,7,48.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,5095.0,0.8958333333333334,0,0.0,43,0,0,0,0,0,0,,,,0,0,0.0,0,48.0,10.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,43.0,5319.0,0.8958333333333334,0,0.0,43,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,48,2.091881456442306e-07,0,,0.0,0.0,,,,,,,,,,,
30,S1,A1,2,H3,2,7,S1,A1,2,H3,2,7,52.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6110.0,0.9615384615384616,1,2.0,49,0,0,0,0,1,34,100.0,0.0,0.0,0,0,0.0,0,52.0,2.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,6467.0,0.9615384615384616,0,0.0,50,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,52,2.266204911145832e-07,0,,0.0,0.0,,,,,,,,,,,
31,S1,A1,2,H4,3,7,S1,A1,2,H4,3,7,38.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4112.0,0.9210526315789472,6,17.1,29,0,0,0,2,4,133,92.6,0.0,0.0,6,3,0.5,3,38.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,275.0,33.0,4072.0,0.868421052631579,2,6.1,31,0,2,0,0,0,66,0.0,0.0,2,1,0.5,1,100.0,0.0,77.0,0.0,26.0,27.0,0.9629629629629628,0.0,6.0,0.0,1.431751547015969e-07,0.0,27.0,4.0,1.0,0,0,0,,38,1.6560728196834926e-07,0,0.0526315789473684,0.0,0.0,,,,,,,,,,,
32,S1,A1,2,I15,14,8,S1,A1,2,I15,14,8,89.0,11.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,26.0,0.0,7.0,0.0,3.0,1.0,82.0,9396.0,0.9213483146067416,10,12.2,72,0,0,0,3,7,173,60.0,15.7,12.0,4,1,0.25,3,89.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,90.0,80.0,9983.0,0.898876404494382,4,5.0,76,0,3,1,0,0,56,22.2,41.0,4,1,0.25,3,75.0,0.0,62.0,0.0,3.0,7.0,0.4285714285714285,0.0,2.0,0.0,1.102192367395925e-07,0.0,19.0,4.0,0.6666666666666666,2,2,2,1.0,89,3.878696867153443e-07,1,0.0224719101123595,0.0224719101123595,0.5,,,,,,,,,,,
33,S1,A1,2,I16,15,8,S1,A1,2,I16,15,8,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,6357.0,1.0,5,9.6,47,0,0,0,5,0,169,88.9,0.0,0.0,5,3,0.6,2,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,6805.0,1.0,5,9.6,47,0,5,0,0,0,175,0.0,2.2,5,3,0.6,2,91.7,1.0,119.0,0.0084033613445378,19.0,21.0,0.9047619047619048,0.0,8.0,0.0,1.2999278751679514e-07,0.0263157894736842,38.0,4.0,1.0,0,0,0,,52,2.266204911145832e-07,0,0.0384615384615384,0.0,0.0,,,,,,,,,,,
